section,title,practice_areas_pipe,priority,official_url
2935.15,Bail amount,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.15
2935.16,Prisoner held without process,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.16
2935.17,Form of affidavit,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.17
2935.18,"Form of warrant, summons or notice",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.18
2935.19,Form of affidavit,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.19
2935.20,Right to counsel,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.20
2935.21,Security for costs,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.21
2935.23,Witnesses in felony investigations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.23
2935.24,Service of arrest warrant by electronic means,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.24
2935.25,Power of arrest,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.25
2935.26,Minor misdemeanor citation,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.26
2935.27,Procedure after issuance of minor misdemeanor citation,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.27
2935.28,Names of traffic law violators damaging real property to be provided to owner,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.28
2935.29,Definition of fresh pursuit and state,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.29
2935.30,Authority of foreign police,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.30
2935.31,Hearing before magistrate in county of arrest,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.31
2935.32,Broadcasting information of crime,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.32
2935.33,Inpatient care and treatment of alcoholics and drug addicted persons,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.33
2935.36,Pre-trial diversion programs,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2935.36
2937.01,Preliminary examination - bail definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.01
2937.011,Pretrial release,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.011
2937.02,Court to inform defendant of charge and rights,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.02
2937.03,Arraignment - explanation of rights,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.03
2937.04,Motion to dismiss complaint or affidavit,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.04
2937.05,Discharge of defendant - amendment of complaint,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.05
2937.06,Pleas - advice as to effects of plea,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.06
2937.07,Court action on pleas of guilty and no contest in misdemeanor cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.07
2937.08,Court action on pleas of not guilty or once in jeopardy in misdemeanor cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.08
2937.09,Court action on pleas in felony cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.09
2937.10,Setting preliminary hearing for felony cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.10
2937.11,Conduct of preliminary hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.11
2937.12,Preliminary hearing - presentation of case of accused,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.12
2937.13,Finding of presence of substantial credible evidence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.13
2937.14,Entering reason for change in charge on journal of court,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.14
2937.15,Transcript of preliminary hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.15
2937.16,When witnesses shall be recognized to appear,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.16
2937.17,Recognizance for minor,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.17
2937.18,Commitment of witness refusing to give recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.18
2937.19,Subpoenas or other process to bring witnesses or documents,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.19
2937.21,Continuances,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.21
2937.22,Form of bail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.22
2937.222,Hearing on bail - grounds for denying,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.222
2937.23,Bail amount,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.23
2937.24,Oath to surety - form of affidavit,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.24
2937.25,Lien - form,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.25
2937.26,Cancellation of lien - form,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.26
2937.27,Duties of county recorder,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.27
2937.28,Pledge of real property as bail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.28
2937.281,Recognizance forms,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.281
2937.29,Release on own recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.29
2937.30,Recognizance when accused discharged,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.30
2937.31,Recognizance or deposit for appearance of accused,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.31
2937.32,Detention where bail not granted or sufficient bail not offered,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.32
2937.33,Receipt of recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.33
2937.34,Accused unlawfully detained - examining court to be held,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.34
2937.35,Forfeiture of bail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.35
2937.36,Forfeiture of bail proceedings,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.36
2937.37,Levy on personal property in judgment against surety,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.37
2937.38,Forfeiture of bail proceedings - minority no defense,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.38
2937.39,Remitting all or part of penalty,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.39
2937.40,Discharge and release of bail and sureties,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.40
2937.41,Discharge of recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.41
2937.42,Defect in form of recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.42
2937.43,Issuance of warrant upon failure to appear,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.43
2937.44,Recognizance forms,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.44
2937.45,Commitment forms,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.45
2937.46,Uniform rules for practice and procedure in traffic cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.46
2937.99,Penalty,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2937.99
2938.01,Trial - magistrate courts definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.01
2938.02,Applicability of chapter,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.02
2938.03,Setting criminal cases for trial - continuances - assignment of judges,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.03
2938.04,Jury demand,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.04
2938.05,Withdrawal of jury demand,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.05
2938.06,Number of jurors - peremptory challenges,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.06
2938.07,Control of trial proceedings,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.07
2938.08,Defendant presumed innocent,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.08
2938.09,Grounds for objection,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.09
2938.10,Proof of territorial jurisdiction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.10
2938.11,Order of trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.11
2938.12,Presence of defendant required,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.12
2938.13,Prosecution of criminal cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.13
2938.14,Venires for juries,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.14
2938.15,Rules of evidence and procedure,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2938.15
2939.01,Grand jury definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.01
2939.02,Grand jury selection and composition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.02
2939.03,"Grand juror drawing, notification, exemptions",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.03
2939.031,Additional or alternate jurors,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.031
2939.04,Compensation - prohibition of repeated service in same term,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.04
2939.06,Oath or affirmation of grand jurors,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.06
2939.07,Charge of jurors by judge,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.07
2939.08,Grand jury duty after charge,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.08
2939.09,Clerk - minutes,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.09
2939.10,Prosecuting attorney to have access to grand jury,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.10
2939.11,Official reporter,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.11
2939.12,Clerk of court to issue subpoenas for witnesses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.12
2939.121,Employer may not penalize employee for being subpoenaed before grand jury,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.121
2939.13,Oath of witnesses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.13
2939.14,Witness refusing to testify,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.14
2939.15,Contempt proceedings against witness refusing to testify,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.15
2939.16,"Sickness, death, discharge, or nonattendance of a grand juror",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.16
2939.17,Summoning new grand jury - immunity of witnesses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.17
2939.18,Secrecy of indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.18
2939.19,Testimony of grand juror,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.19
2939.20,Concurrence by twelve grand jurors for indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.20
2939.21,Quarterly visits to county jail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.21
2939.22,Filing indictments with clerk of court of common pleas,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.22
2939.23,No indictment to be reported,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.23
2939.24,Discharge of indicted person when no indictment returned,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.24
2939.25,Attendance of witnesses at foreign grand jury proceedings definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.25
2939.26,Compelling witnesses to attend by foreign courts,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.26
2939.27,Certificate specifying number of days witness will be required,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.27
2939.28,Witness not subject to arrest or the service of process,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.28
2939.29,Construction and interpretation,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2939.29
2941.01,Indictment definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.01
2941.02,Indictment processes apply to informations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.02
2941.021,Offenses prosecuted by information,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.021
